T1;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;23;390.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;30;724.0;784.0;0.83165294;1;28.728474;0;
T1Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;17;528.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;22;944.0;583.0;0.82645893;1;29.04833;0;
T2;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;17;528.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;25;1215.0;719.0;0.83165294;1;32.96653;0;
T2Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;17;528.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;20;1360.0;441.0;0.83165294;1;23.320993;0;
T1;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;32;143.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;40;16648.0;2111.0;0.9994336;1;59.1648;0;
T1Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;16;248.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;32;17119.0;1741.0;0.99943405;1;70.201614;0;
T2;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;16;248.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;26;21259.0;1372.0;0.99943376;1;64.35272;0;
T2Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;16;248.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;21;21411.0;1087.0;0.99943393;1;59.011944;0;
T1;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;16;105.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;20;381.0;546.0;0.82676446;2;29.545454;0;
T1Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;14;150.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;17;491.0;458.0;0.82676446;2;28.84131;0;
T2;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;14;150.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;20;859.0;558.0;0.82218146;2;31.668558;0;
T2Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;14;150.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;17;971.0;389.0;0.82187593;2;24.496222;0;
T1;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;23;104.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;27;6905.0;1466.0;0.99943393;2;59.520912;0;
T1Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;19;173.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;25;7052.0;1345.0;0.9994336;2;61.387497;0;
T2;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;19;173.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;29;24982.0;1494.0;0.99943393;2;61.659096;0;
T2Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;19;173.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;24;25149.0;1222.0;0.9994336;2;57.290203;0;
T1;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;14;101.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;17;347.0;460.0;0.8215704;4;28.967255;0;
T1Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;10;136.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;14;434.0;432.0;0.817293;4;34.782608;0;
T2;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;10;136.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;23;807.0;904.0;0.822487;4;51.24717;0;
T2Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;10;136.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;15;932.0;443.0;0.8182096;4;34.076923;0;
T1;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;14;103.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;30;7491.0;1656.0;0.99943393;4;72.44095;0;
T1Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;12;134.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;27;7666.0;1492.0;0.9994336;4;73.353;0;
T2;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;12;134.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;18439.0;1531.0;0.99943376;4;73.183556;0;
T2Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;12;134.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;24;18593.0;1298.0;0.99943376;4;69.78494;0;
T1;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;15;92.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;19;300.0;535.0;0.82706994;6;30.623928;0;
T1Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;12;133.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;18;399.0;587.0;0.82706994;6;37.62821;0;
T2;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;12;133.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;21;778.0;702.0;0.82706994;6;40.48443;0;
T2Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;12;133.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;16;894.0;412.0;0.82279253;6;28.531855;0;
T1;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;12;99.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;3379.0;1544.0;0.9994336;6;73.80497;0;
T1Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;11;124.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;21;3533.0;1149.0;0.99943393;6;69.76321;0;
T2;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;11;124.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;25;15597.0;1368.0;0.99943393;6;72.80468;0;
T2Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;11;124.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;23;15730.0;1252.0;0.9994336;6;71.01532;0;
T1;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;17;107.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;20;349.0;532.0;0.82218146;8;28.133265;0;
T1Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;13;155.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;16;451.0;447.0;0.82218146;8;30.060524;0;
T2;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;13;155.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;20;816.0;601.0;0.81790406;8;34.962185;0;
T2Reduced;evolutionModels/ERP/ERP_SPL_s1_ctwedge_enum.ctw;13;155.0;evolutionModels/ERP/ERP_SPL_s2_ctwedge_enum.ctw;19;928.0;543.0;0.81790406;8;32.69115;0;
T1;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;12;89.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;23;3231.0;1263.0;0.99943393;8;70.08879;0;
T1Reduced;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;11;114.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;20;3349.0;1104.0;0.9994336;8;69.47766;0;
T2;evolutionModels/SmartHome/SmartHomeV2_ctwedge_enum.ctw;11;114.0;evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;24;15045.0;1297.0;0.99943376;8;71.2246;0;
