T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;17076.0;../evolutionModels/SmartHome/SmartHomeV2.2_0_ctwedge_enum_mutated.ctw;39;12995.0;187.0;0.9994143;1;4.1694536;1;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;17528.0;../evolutionModels/SmartHome/SmartHomeV2.2_0_ctwedge_enum_mutated.ctw;29;13378.0;284.0;0.99941486;1;8.229499;1;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;17528.0;../evolutionModels/SmartHome/SmartHomeV2.2_0_ctwedge_enum_mutated.ctw;31;18333.0;31.0;0.9994145;1;0.8695652;1;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;17528.0;../evolutionModels/SmartHome/SmartHomeV2.2_0_ctwedge_enum_mutated.ctw;28;18590.0;202.0;0.9994147;1;5.9516797;1;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16470.0;../evolutionModels/SmartHome/SmartHomeV2.2_1_ctwedge_enum_mutated.ctw;40;21308.0;357.0;0.98273844;1;7.723929;2;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16820.0;../evolutionModels/SmartHome/SmartHomeV2.2_1_ctwedge_enum_mutated.ctw;34;21726.0;575.0;0.98272836;1;15.84022;2;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16820.0;../evolutionModels/SmartHome/SmartHomeV2.2_1_ctwedge_enum_mutated.ctw;29;27530.0;171.0;0.9821533;1;5.127436;2;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16820.0;../evolutionModels/SmartHome/SmartHomeV2.2_1_ctwedge_enum_mutated.ctw;29;27760.0;171.0;0.98214287;1;5.127436;2;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16431.0;../evolutionModels/SmartHome/SmartHomeV2.2_2_ctwedge_enum_mutated.ctw;37;5054.0;478.0;0.980983;1;10.753655;3;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;30;16781.0;../evolutionModels/SmartHome/SmartHomeV2.2_2_ctwedge_enum_mutated.ctw;27;5430.0;421.0;0.9809719;1;12.631263;3;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;30;16781.0;../evolutionModels/SmartHome/SmartHomeV2.2_2_ctwedge_enum_mutated.ctw;30;6029.0;427.0;0.98039216;1;12.165242;3;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;30;16781.0;../evolutionModels/SmartHome/SmartHomeV2.2_2_ctwedge_enum_mutated.ctw;22;6307.0;687.0;0.98039216;1;22.613562;3;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16364.0;../evolutionModels/SmartHome/SmartHomeV2.2_3_ctwedge_enum_mutated.ctw;31;10144.0;895.0;0.99970746;1;21.877293;4;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;16711.0;../evolutionModels/SmartHome/SmartHomeV2.2_3_ctwedge_enum_mutated.ctw;27;10402.0;641.0;0.99970746;1;18.902979;4;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;16711.0;../evolutionModels/SmartHome/SmartHomeV2.2_3_ctwedge_enum_mutated.ctw;31;16192.0;490.0;0.9997073;1;13.509788;4;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;31;16711.0;../evolutionModels/SmartHome/SmartHomeV2.2_3_ctwedge_enum_mutated.ctw;23;16436.0;739.0;0.99970746;1;23.423138;4;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16445.0;../evolutionModels/SmartHome/SmartHomeV2.2_4_ctwedge_enum_mutated.ctw;41;6858.0;712.0;0.999698;1;15.344827;5;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;29;16779.0;../evolutionModels/SmartHome/SmartHomeV2.2_4_ctwedge_enum_mutated.ctw;31;7286.0;544.0;0.99969816;1;15.632184;5;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;29;16779.0;../evolutionModels/SmartHome/SmartHomeV2.2_4_ctwedge_enum_mutated.ctw;29;4201.0;479.0;0.99969786;1;14.239001;5;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;29;16779.0;../evolutionModels/SmartHome/SmartHomeV2.2_4_ctwedge_enum_mutated.ctw;21;4438.0;730.0;0.99969786;1;25.172413;5;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16540.0;../evolutionModels/SmartHome/SmartHomeV2.2_5_ctwedge_enum_mutated.ctw;41;9603.0;745.0;0.99969786;1;16.056034;6;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16874.0;../evolutionModels/SmartHome/SmartHomeV2.2_5_ctwedge_enum_mutated.ctw;28;10061.0;474.0;0.999698;1;14.593596;6;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16874.0;../evolutionModels/SmartHome/SmartHomeV2.2_5_ctwedge_enum_mutated.ctw;29;6879.0;475.0;0.999698;1;14.367816;6;
T2Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16874.0;../evolutionModels/SmartHome/SmartHomeV2.2_5_ctwedge_enum_mutated.ctw;21;7113.0;673.0;0.99969804;1;23.680506;6;
T1;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;39;16408.0;../evolutionModels/SmartHome/SmartHomeV2.2_6_ctwedge_enum_mutated.ctw;37;4346.0;729.0;1.0;1;16.965324;8;
T1Reduced;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16752.0;../evolutionModels/SmartHome/SmartHomeV2.2_6_ctwedge_enum_mutated.ctw;32;4672.0;682.0;1.0;1;20.153664;8;
T2;../evolutionModels/SmartHome/SmartHomeV2.2_ctwedge_enum.ctw;28;16752.0;../evolutionModels/SmartHome/SmartHomeV2.2_6_ctwedge_enum_mutated.ctw;30;2515.0;593.0;1.0;1;18.1124;8;
