OldFM;NewFM;Generator;Size;Time;NSpecificTests;NNotSpecificTests;Specificity;FaultDetection;CombinatorialCoverage
MobileMediaV6.xml;MobileMediaV5.xml;INCLING;6;5.0;3;3;0.5;0.3923445;1.0
MobileMediaV6.xml;MobileMediaV5.xml;GFE;6;4.0;3;3;0.5;0.3923445;1.0
MobileMediaV6.xml;MobileMediaV7.xml;SPECIFICITY_FMREDUCED;10;80.0;10;0;1.0;0.6494024;1.0
MobileMediaV6.xml;MobileMediaV7.xml;ACTS;8;289.0;8;0;1.0;0.6494024;1.0
MobileMediaV6.xml;MobileMediaV7.xml;MUTTESTGENERATOR;26;76.0;26;0;1.0;0.6494024;0.55731225
MobileMediaV6.xml;MobileMediaV7.xml;BDD_FMREDUCED;10;125.0;10;0;1.0;0.6494024;1.0
MobileMediaV6.xml;MobileMediaV7.xml;INCLING;9;10.0;9;0;1.0;0.6494024;1.0
MobileMediaV6.xml;MobileMediaV7.xml;GFE;10;16.0;10;0;1.0;0.6494024;1.0
MobileMediaV7.xml;MobileMediaV4.xml;SPECIFICITY_FMREDUCED;4;14.0;4;0;1.0;0.35911602;1.0
MobileMediaV7.xml;MobileMediaV4.xml;ACTS;4;96.0;4;0;1.0;0.35911602;1.0
MobileMediaV7.xml;MobileMediaV4.xml;MUTTESTGENERATOR;5;23.0;5;0;1.0;0.35911602;0.3846154
MobileMediaV7.xml;MobileMediaV4.xml;BDD_FMREDUCED;4;24.0;4;0;1.0;0.35911602;1.0
MobileMediaV7.xml;MobileMediaV4.xml;INCLING;4;4.0;4;0;1.0;0.35911602;1.0
MobileMediaV7.xml;MobileMediaV4.xml;GFE;4;3.0;4;0;1.0;0.35911602;1.0
MobileMediaV7.xml;MobileMediaV5.xml;SPECIFICITY_FMREDUCED;4;18.0;4;0;1.0;0.3923445;1.0
MobileMediaV7.xml;MobileMediaV5.xml;ACTS;6;125.0;6;0;1.0;0.3923445;1.0
MobileMediaV7.xml;MobileMediaV5.xml;MUTTESTGENERATOR;10;16.0;10;0;1.0;0.3923445;0.41190475
MobileMediaV7.xml;MobileMediaV5.xml;BDD_FMREDUCED;6;29.0;6;0;1.0;0.3923445;1.0
MobileMediaV7.xml;MobileMediaV5.xml;INCLING;6;5.0;6;0;1.0;0.3923445;1.0
MobileMediaV7.xml;MobileMediaV5.xml;GFE;6;4.0;6;0;1.0;0.3923445;1.0
MobileMediaV7.xml;MobileMediaV6.xml;SPECIFICITY_FMREDUCED;6;33.0;6;0;1.0;0.5214521;1.0
MobileMediaV7.xml;MobileMediaV6.xml;ACTS;8;282.0;8;0;1.0;0.5214521;1.0
MobileMediaV7.xml;MobileMediaV6.xml;MUTTESTGENERATOR;14;28.0;14;0;1.0;0.5214521;0.4624183
MobileMediaV7.xml;MobileMediaV6.xml;BDD_FMREDUCED;6;54.0;6;0;1.0;0.5214521;1.0
MobileMediaV7.xml;MobileMediaV6.xml;INCLING;6;7.0;6;0;1.0;0.5214521;1.0
MobileMediaV7.xml;MobileMediaV6.xml;GFE;6;7.0;6;0;1.0;0.5214521;1.0
PPUv1.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;0;6;0.0;0.7181818;1.0
PPUv1.xml;PPUv2.xml;ACTS;6;58.0;0;6;0.0;0.7181818;1.0
PPUv1.xml;PPUv2.xml;MUTTESTGENERATOR;4;16.0;0;4;0.0;0.7181818;0.51363635
PPUv1.xml;PPUv2.xml;BDD_FMREDUCED;6;21.0;0;6;0.0;0.7181818;1.0
PPUv1.xml;PPUv2.xml;INCLING;6;5.0;0;6;0.0;0.7181818;1.0
PPUv1.xml;PPUv2.xml;GFE;6;2.0;0;6;0.0;0.7181818;1.0
PPUv1.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;9.0;0;7;0.0;0.7;1.0
PPUv1.xml;PPUv3.xml;ACTS;7;42.0;0;7;0.0;0.7;1.0
PPUv1.xml;PPUv3.xml;MUTTESTGENERATOR;7;7.0;0;7;0.0;0.7;0.5181818
PPUv1.xml;PPUv3.xml;BDD_FMREDUCED;7;25.0;0;7;0.0;0.7;1.0
PPUv1.xml;PPUv3.xml;INCLING;7;6.0;0;7;0.0;0.7;1.0
PPUv1.xml;PPUv3.xml;GFE;7;3.0;0;7;0.0;0.7;1.0
PPUv1.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;8;13.0;0;8;0.0;0.75974023;1.0
PPUv1.xml;PPUv4.xml;ACTS;9;77.0;0;9;0.0;0.75974023;1.0
PPUv1.xml;PPUv4.xml;MUTTESTGENERATOR;10;24.0;0;10;0.0;0.75974023;0.55448717
PPUv1.xml;PPUv4.xml;BDD_FMREDUCED;8;39.0;0;8;0.0;0.75974023;1.0
PPUv1.xml;PPUv4.xml;INCLING;9;8.0;0;9;0.0;0.75974023;1.0
PPUv1.xml;PPUv4.xml;GFE;10;4.0;0;10;0.0;0.75974023;1.0
PPUv1.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;11;40.0;0;11;0.0;0.9067164;1.0
PPUv1.xml;PPUv5.xml;ACTS;12;215.0;0;12;0.0;0.9067164;1.0
PPUv1.xml;PPUv5.xml;MUTTESTGENERATOR;5;55.0;0;5;0.0;0.9067164;0.43014705
PPUv1.xml;PPUv5.xml;BDD_FMREDUCED;11;64.0;0;11;0.0;0.9067164;1.0
PPUv1.xml;PPUv5.xml;INCLING;13;9.0;0;13;0.0;0.9067164;1.0
PPUv1.xml;PPUv5.xml;GFE;11;8.0;0;11;0.0;0.9070632;1.0
PPUv1.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;34.0;0;12;0.0;0.9053498;1.0
PPUv1.xml;PPUv6.xml;ACTS;12;193.0;0;12;0.0;0.90495867;1.0
PPUv1.xml;PPUv6.xml;MUTTESTGENERATOR;4;38.0;0;4;0.0;0.90495867;0.42916667
PPUv1.xml;PPUv6.xml;BDD_FMREDUCED;12;73.0;0;12;0.0;0.9053498;1.0
PPUv1.xml;PPUv6.xml;INCLING;13;9.0;0;13;0.0;0.90495867;1.0
PPUv1.xml;PPUv6.xml;GFE;11;8.0;0;11;0.0;0.90495867;1.0
PPUv1.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;14;43.0;9;5;0.64285713;0.919708;1.0
PPUv1.xml;PPUv7.xml;ACTS;12;185.0;5;7;0.41666666;0.9194139;1.0
PPUv1.xml;PPUv7.xml;MUTTESTGENERATOR;6;60.0;4;2;0.6666667;0.9194139;0.44852942
PPUv1.xml;PPUv7.xml;BDD_FMREDUCED;15;86.0;10;5;0.6666667;0.9194139;1.0
PPUv1.xml;PPUv7.xml;INCLING;13;11.0;8;5;0.61538464;0.9194139;1.0
PPUv1.xml;PPUv7.xml;GFE;12;8.0;3;9;0.25;0.9194139;1.0
PPUv1.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;14;44.0;10;4;0.71428573;0.9130435;1.0
PPUv1.xml;PPUv8.xml;ACTS;12;210.0;7;5;0.5833333;0.9130435;1.0
PPUv1.xml;PPUv8.xml;MUTTESTGENERATOR;4;59.0;4;0;1.0;0.9130435;0.41911766
PPUv1.xml;PPUv8.xml;BDD_FMREDUCED;13;91.0;9;4;0.6923077;0.91366905;1.0
PPUv1.xml;PPUv8.xml;INCLING;12;11.0;7;5;0.5833333;0.9130435;1.0
PPUv1.xml;PPUv8.xml;GFE;11;8.0;3;8;0.27272728;0.9130435;1.0
PPUv2.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;10.0;1;6;0.14285715;0.7;1.0
PPUv2.xml;PPUv3.xml;ACTS;7;43.0;1;6;0.14285715;0.7;1.0
PPUv2.xml;PPUv3.xml;MUTTESTGENERATOR;7;15.0;1;6;0.14285715;0.7;0.5181818
PPUv2.xml;PPUv3.xml;BDD_FMREDUCED;7;27.0;1;6;0.14285715;0.7;1.0
PPUv2.xml;PPUv3.xml;INCLING;7;6.0;1;6;0.14285715;0.7;1.0
PPUv2.xml;PPUv3.xml;GFE;7;2.0;1;6;0.14285715;0.7;1.0
PPUv2.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;10;16.0;4;6;0.4;0.75974023;1.0
PPUv2.xml;PPUv4.xml;ACTS;9;69.0;2;7;0.22222222;0.75974023;1.0
PPUv2.xml;PPUv4.xml;MUTTESTGENERATOR;10;24.0;1;9;0.1;0.75974023;0.55448717
PPUv2.xml;PPUv4.xml;BDD_FMREDUCED;8;28.0;2;6;0.25;0.75974023;1.0
PPUv2.xml;PPUv4.xml;INCLING;9;7.0;3;6;0.33333334;0.75974023;1.0
PPUv2.xml;PPUv4.xml;GFE;10;3.0;2;8;0.2;0.75974023;1.0
PPUv2.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;11;43.0;5;6;0.45454547;0.9067164;1.0
PPUv2.xml;PPUv5.xml;ACTS;12;210.0;4;8;0.33333334;0.9067164;1.0
PPUv2.xml;PPUv5.xml;MUTTESTGENERATOR;5;52.0;2;3;0.4;0.9067164;0.43014705
PPUv2.xml;PPUv5.xml;BDD_FMREDUCED;11;65.0;4;7;0.36363637;0.9067164;1.0
PPUv2.xml;PPUv5.xml;INCLING;13;10.0;6;7;0.46153846;0.9067164;1.0
PPUv2.xml;PPUv5.xml;GFE;11;7.0;5;6;0.45454547;0.9067164;1.0
PPUv2.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;11;43.0;5;6;0.45454547;0.9053498;1.0
PPUv2.xml;PPUv6.xml;ACTS;12;184.0;4;8;0.33333334;0.9053498;1.0
PPUv2.xml;PPUv6.xml;MUTTESTGENERATOR;4;40.0;2;2;0.5;0.90495867;0.42916667
PPUv2.xml;PPUv6.xml;BDD_FMREDUCED;12;63.0;4;8;0.33333334;0.90495867;1.0
PPUv2.xml;PPUv6.xml;INCLING;13;9.0;6;7;0.46153846;0.9053498;1.0
PPUv2.xml;PPUv6.xml;GFE;11;6.0;5;6;0.45454547;0.90495867;1.0
PPUv2.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;15;42.0;13;2;0.8666667;0.9194139;1.0
PPUv2.xml;PPUv7.xml;ACTS;12;204.0;7;5;0.5833333;0.919708;1.0
PPUv2.xml;PPUv7.xml;MUTTESTGENERATOR;6;37.0;4;2;0.6666667;0.9194139;0.44852942
PPUv2.xml;PPUv7.xml;BDD_FMREDUCED;15;89.0;13;2;0.8666667;0.9194139;1.0
PPUv2.xml;PPUv7.xml;INCLING;13;12.0;10;3;0.7692308;0.9194139;1.0
PPUv2.xml;PPUv7.xml;GFE;12;8.0;7;5;0.5833333;0.9194139;1.0
PPUv2.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;14;43.0;12;2;0.85714287;0.9130435;1.0
PPUv2.xml;PPUv8.xml;ACTS;12;213.0;9;3;0.75;0.9130435;1.0
PPUv2.xml;PPUv8.xml;MUTTESTGENERATOR;4;39.0;4;0;1.0;0.9130435;0.41911766
PPUv2.xml;PPUv8.xml;BDD_FMREDUCED;13;91.0;11;2;0.84615386;0.9130435;1.0
PPUv2.xml;PPUv8.xml;INCLING;12;10.0;9;3;0.75;0.9133574;1.0
PPUv2.xml;PPUv8.xml;GFE;12;10.0;7;5;0.5833333;0.9130435;1.0
PPUv3.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;0;6;0.0;0.7181818;1.0
PPUv3.xml;PPUv2.xml;ACTS;6;45.0;0;6;0.0;0.7181818;1.0
PPUv3.xml;PPUv2.xml;MUTTESTGENERATOR;4;15.0;0;4;0.0;0.7181818;0.51363635
PPUv3.xml;PPUv2.xml;BDD_FMREDUCED;6;34.0;0;6;0.0;0.7181818;1.0
PPUv3.xml;PPUv2.xml;INCLING;6;6.0;0;6;0.0;0.7181818;1.0
PPUv3.xml;PPUv2.xml;GFE;6;2.0;0;6;0.0;0.7181818;1.0
PPUv3.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;8;15.0;0;8;0.0;0.75974023;1.0
PPUv3.xml;PPUv4.xml;ACTS;9;75.0;0;9;0.0;0.75974023;1.0
PPUv3.xml;PPUv4.xml;MUTTESTGENERATOR;10;23.0;0;10;0.0;0.75974023;0.55448717
PPUv3.xml;PPUv4.xml;BDD_FMREDUCED;8;32.0;0;8;0.0;0.75974023;1.0
PPUv3.xml;PPUv4.xml;INCLING;9;7.0;0;9;0.0;0.75974023;1.0
PPUv3.xml;PPUv4.xml;GFE;8;4.0;0;8;0.0;0.75974023;1.0
PPUv3.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;11;40.0;0;11;0.0;0.9067164;1.0
PPUv3.xml;PPUv5.xml;ACTS;12;219.0;0;12;0.0;0.9067164;1.0
PPUv3.xml;PPUv5.xml;MUTTESTGENERATOR;5;47.0;0;5;0.0;0.9070632;0.43014705
PPUv3.xml;PPUv5.xml;BDD_FMREDUCED;11;66.0;0;11;0.0;0.9067164;1.0
PPUv3.xml;PPUv5.xml;INCLING;13;11.0;0;13;0.0;0.9067164;1.0
PPUv3.xml;PPUv5.xml;GFE;11;8.0;0;11;0.0;0.9067164;1.0
PPUv3.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;33.0;0;12;0.0;0.90495867;1.0
PPUv3.xml;PPUv6.xml;ACTS;12;149.0;0;12;0.0;0.90495867;1.0
PPUv3.xml;PPUv6.xml;MUTTESTGENERATOR;4;28.0;0;4;0.0;0.90495867;0.42916667
PPUv3.xml;PPUv6.xml;BDD_FMREDUCED;11;72.0;0;11;0.0;0.9053498;1.0
PPUv3.xml;PPUv6.xml;INCLING;13;10.0;0;13;0.0;0.90495867;1.0
PPUv3.xml;PPUv6.xml;GFE;11;6.0;0;11;0.0;0.90495867;1.0
PPUv3.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;14;42.0;9;5;0.64285713;0.9194139;1.0
PPUv3.xml;PPUv7.xml;ACTS;12;181.0;5;7;0.41666666;0.9194139;1.0
PPUv3.xml;PPUv7.xml;MUTTESTGENERATOR;6;36.0;4;2;0.6666667;0.9194139;0.44852942
PPUv3.xml;PPUv7.xml;BDD_FMREDUCED;15;72.0;10;5;0.6666667;0.919708;1.0
PPUv3.xml;PPUv7.xml;INCLING;13;12.0;8;5;0.61538464;0.9194139;1.0
PPUv3.xml;PPUv7.xml;GFE;11;7.0;4;7;0.36363637;0.9194139;1.0
PPUv3.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;13;44.0;9;4;0.6923077;0.9130435;1.0
PPUv3.xml;PPUv8.xml;ACTS;12;161.0;7;5;0.5833333;0.9130435;1.0
PPUv3.xml;PPUv8.xml;MUTTESTGENERATOR;4;42.0;4;0;1.0;0.9130435;0.41911766
PPUv3.xml;PPUv8.xml;BDD_FMREDUCED;12;69.0;8;4;0.6666667;0.9130435;1.0
PPUv3.xml;PPUv8.xml;INCLING;12;10.0;7;5;0.5833333;0.9133574;1.0
PPUv3.xml;PPUv8.xml;GFE;11;9.0;4;7;0.36363637;0.9133574;1.0
PPUv4.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;11.0;3;3;0.5;0.7181818;1.0
PPUv4.xml;PPUv2.xml;ACTS;6;68.0;3;3;0.5;0.7181818;1.0
PPUv4.xml;PPUv2.xml;MUTTESTGENERATOR;4;15.0;1;3;0.25;0.7181818;0.51363635
PPUv4.xml;PPUv2.xml;BDD_FMREDUCED;6;17.0;3;3;0.5;0.7181818;1.0
PPUv4.xml;PPUv2.xml;INCLING;6;7.0;3;3;0.5;0.7181818;1.0
PPUv4.xml;PPUv2.xml;GFE;6;2.0;3;3;0.5;0.7181818;1.0
PPUv4.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;10.0;4;3;0.5714286;0.7;1.0
PPUv4.xml;PPUv3.xml;ACTS;7;44.0;4;3;0.5714286;0.7;1.0
PPUv4.xml;PPUv3.xml;MUTTESTGENERATOR;7;8.0;3;4;0.42857143;0.7;0.5181818
PPUv4.xml;PPUv3.xml;BDD_FMREDUCED;7;26.0;4;3;0.5714286;0.7;1.0
PPUv4.xml;PPUv3.xml;INCLING;7;5.0;4;3;0.5714286;0.7;1.0
PPUv4.xml;PPUv3.xml;GFE;7;3.0;4;3;0.5714286;0.7;1.0
PPUv4.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;11;42.0;0;11;0.0;0.9067164;1.0
PPUv4.xml;PPUv5.xml;ACTS;12;215.0;0;12;0.0;0.9067164;1.0
PPUv4.xml;PPUv5.xml;MUTTESTGENERATOR;5;48.0;0;5;0.0;0.9067164;0.43014705
PPUv4.xml;PPUv5.xml;BDD_FMREDUCED;12;90.0;0;12;0.0;0.9067164;1.0
PPUv4.xml;PPUv5.xml;INCLING;13;9.0;0;13;0.0;0.9067164;1.0
PPUv4.xml;PPUv5.xml;GFE;12;9.0;0;12;0.0;0.9067164;1.0
PPUv4.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;11;33.0;0;11;0.0;0.9053498;1.0
PPUv4.xml;PPUv6.xml;ACTS;12;188.0;0;12;0.0;0.9053498;1.0
PPUv4.xml;PPUv6.xml;MUTTESTGENERATOR;4;30.0;0;4;0.0;0.90495867;0.42916667
PPUv4.xml;PPUv6.xml;BDD_FMREDUCED;11;69.0;0;11;0.0;0.90495867;1.0
PPUv4.xml;PPUv6.xml;INCLING;13;9.0;0;13;0.0;0.90495867;1.0
PPUv4.xml;PPUv6.xml;GFE;12;8.0;0;12;0.0;0.90495867;1.0
PPUv4.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;14;42.0;9;5;0.64285713;0.9194139;1.0
PPUv4.xml;PPUv7.xml;ACTS;12;194.0;5;7;0.41666666;0.9194139;1.0
PPUv4.xml;PPUv7.xml;MUTTESTGENERATOR;6;36.0;4;2;0.6666667;0.9194139;0.44852942
PPUv4.xml;PPUv7.xml;BDD_FMREDUCED;14;82.0;9;5;0.64285713;0.9194139;1.0
PPUv4.xml;PPUv7.xml;INCLING;13;11.0;8;5;0.61538464;0.9194139;1.0
PPUv4.xml;PPUv7.xml;GFE;12;10.0;4;8;0.33333334;0.9194139;1.0
PPUv4.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;14;43.0;10;4;0.71428573;0.9130435;1.0
PPUv4.xml;PPUv8.xml;ACTS;12;201.0;7;5;0.5833333;0.9133574;1.0
PPUv4.xml;PPUv8.xml;MUTTESTGENERATOR;4;38.0;4;0;1.0;0.9130435;0.41911766
PPUv4.xml;PPUv8.xml;BDD_FMREDUCED;13;87.0;9;4;0.6923077;0.91366905;1.0
PPUv4.xml;PPUv8.xml;INCLING;12;11.0;7;5;0.5833333;0.9133574;1.0
PPUv4.xml;PPUv8.xml;GFE;12;10.0;4;8;0.33333334;0.9130435;1.0
PPUv5.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;11.0;6;0;1.0;0.7181818;1.0
PPUv5.xml;PPUv2.xml;ACTS;6;44.0;6;0;1.0;0.7181818;1.0
PPUv5.xml;PPUv2.xml;MUTTESTGENERATOR;4;15.0;4;0;1.0;0.7181818;0.51363635
PPUv5.xml;PPUv2.xml;BDD_FMREDUCED;6;28.0;6;0;1.0;0.7181818;1.0
PPUv5.xml;PPUv2.xml;INCLING;6;5.0;6;0;1.0;0.7181818;1.0
PPUv5.xml;PPUv2.xml;GFE;6;3.0;6;0;1.0;0.7181818;1.0
PPUv5.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;9.0;7;0;1.0;0.7;1.0
PPUv5.xml;PPUv3.xml;ACTS;7;49.0;7;0;1.0;0.7;1.0
PPUv5.xml;PPUv3.xml;MUTTESTGENERATOR;7;9.0;7;0;1.0;0.7;0.5181818
PPUv5.xml;PPUv3.xml;BDD_FMREDUCED;7;14.0;7;0;1.0;0.7;1.0
PPUv5.xml;PPUv3.xml;INCLING;7;6.0;7;0;1.0;0.7;1.0
PPUv5.xml;PPUv3.xml;GFE;7;3.0;7;0;1.0;0.7;1.0
PPUv5.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;9;15.0;9;0;1.0;0.75974023;1.0
PPUv5.xml;PPUv4.xml;ACTS;9;69.0;9;0;1.0;0.75974023;1.0
PPUv5.xml;PPUv4.xml;MUTTESTGENERATOR;10;13.0;10;0;1.0;0.75974023;0.55448717
PPUv5.xml;PPUv4.xml;BDD_FMREDUCED;9;48.0;9;0;1.0;0.75974023;1.0
PPUv5.xml;PPUv4.xml;INCLING;9;8.0;9;0;1.0;0.75974023;1.0
PPUv5.xml;PPUv4.xml;GFE;10;5.0;10;0;1.0;0.75974023;1.0
PPUv5.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;11;44.0;11;0;1.0;0.90495867;1.0
PPUv5.xml;PPUv6.xml;ACTS;12;150.0;12;0;1.0;0.90495867;1.0
PPUv5.xml;PPUv6.xml;MUTTESTGENERATOR;4;29.0;4;0;1.0;0.90495867;0.42916667
PPUv5.xml;PPUv6.xml;BDD_FMREDUCED;11;72.0;11;0;1.0;0.90495867;1.0
PPUv5.xml;PPUv6.xml;INCLING;13;9.0;13;0;1.0;0.90495867;1.0
PPUv5.xml;PPUv6.xml;GFE;11;7.0;11;0;1.0;0.90495867;1.0
PPUv5.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;14;41.0;14;0;1.0;0.919708;1.0
PPUv5.xml;PPUv7.xml;ACTS;12;154.0;12;0;1.0;0.9194139;1.0
PPUv5.xml;PPUv7.xml;MUTTESTGENERATOR;6;36.0;6;0;1.0;0.919708;0.44852942
PPUv5.xml;PPUv7.xml;BDD_FMREDUCED;14;90.0;14;0;1.0;0.9194139;1.0
PPUv5.xml;PPUv7.xml;INCLING;13;13.0;13;0;1.0;0.9194139;1.0
PPUv5.xml;PPUv7.xml;GFE;14;10.0;14;0;1.0;0.9194139;1.0
PPUv5.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;12;46.0;12;0;1.0;0.9130435;1.0
PPUv5.xml;PPUv8.xml;ACTS;12;189.0;12;0;1.0;0.9133574;1.0
PPUv5.xml;PPUv8.xml;MUTTESTGENERATOR;4;41.0;4;0;1.0;0.9130435;0.41911766
PPUv5.xml;PPUv8.xml;BDD_FMREDUCED;12;94.0;12;0;1.0;0.9130435;1.0
PPUv5.xml;PPUv8.xml;INCLING;12;10.0;12;0;1.0;0.9133574;1.0
PPUv5.xml;PPUv8.xml;GFE;12;10.0;12;0;1.0;0.91366905;1.0
PPUv6.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;3;3;0.5;0.7181818;1.0
PPUv6.xml;PPUv2.xml;ACTS;6;49.0;3;3;0.5;0.7181818;1.0
PPUv6.xml;PPUv2.xml;MUTTESTGENERATOR;4;17.0;1;3;0.25;0.7181818;0.51363635
PPUv6.xml;PPUv2.xml;BDD_FMREDUCED;6;20.0;3;3;0.5;0.7181818;1.0
PPUv6.xml;PPUv2.xml;INCLING;6;6.0;3;3;0.5;0.7181818;1.0
PPUv6.xml;PPUv2.xml;GFE;6;2.0;3;3;0.5;0.7181818;1.0
PPUv6.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;12.0;4;3;0.5714286;0.7;1.0
PPUv6.xml;PPUv3.xml;ACTS;7;60.0;4;3;0.5714286;0.7;1.0
PPUv6.xml;PPUv3.xml;MUTTESTGENERATOR;7;14.0;3;4;0.42857143;0.7;0.5181818
PPUv6.xml;PPUv3.xml;BDD_FMREDUCED;7;19.0;4;3;0.5714286;0.7;1.0
PPUv6.xml;PPUv3.xml;INCLING;7;6.0;4;3;0.5714286;0.7;1.0
PPUv6.xml;PPUv3.xml;GFE;7;3.0;4;3;0.5714286;0.7;1.0
PPUv6.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;8;15.0;4;4;0.5;0.75974023;1.0
PPUv6.xml;PPUv4.xml;ACTS;9;66.0;4;5;0.44444445;0.75974023;1.0
PPUv6.xml;PPUv4.xml;MUTTESTGENERATOR;10;12.0;3;7;0.3;0.75974023;0.55448717
PPUv6.xml;PPUv4.xml;BDD_FMREDUCED;8;26.0;3;5;0.375;0.75974023;1.0
PPUv6.xml;PPUv4.xml;INCLING;9;7.0;4;5;0.44444445;0.75974023;1.0
PPUv6.xml;PPUv4.xml;GFE;9;5.0;3;6;0.33333334;0.75974023;1.0
PPUv6.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;11;40.0;0;11;0.0;0.9070632;1.0
PPUv6.xml;PPUv5.xml;ACTS;12;185.0;0;12;0.0;0.9067164;1.0
PPUv6.xml;PPUv5.xml;MUTTESTGENERATOR;5;38.0;0;5;0.0;0.9067164;0.43014705
PPUv6.xml;PPUv5.xml;BDD_FMREDUCED;11;82.0;0;11;0.0;0.9067164;1.0
PPUv6.xml;PPUv5.xml;INCLING;13;9.0;0;13;0.0;0.9067164;1.0
PPUv6.xml;PPUv5.xml;GFE;11;9.0;0;11;0.0;0.9067164;1.0
PPUv6.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;15;44.0;10;5;0.6666667;0.9194139;1.0
PPUv6.xml;PPUv7.xml;ACTS;12;194.0;5;7;0.41666666;0.9194139;1.0
PPUv6.xml;PPUv7.xml;MUTTESTGENERATOR;6;40.0;4;2;0.6666667;0.9194139;0.44852942
PPUv6.xml;PPUv7.xml;BDD_FMREDUCED;14;85.0;9;5;0.64285713;0.9194139;1.0
PPUv6.xml;PPUv7.xml;INCLING;13;13.0;8;5;0.61538464;0.919708;1.0
PPUv6.xml;PPUv7.xml;GFE;13;10.0;4;9;0.30769232;0.919708;1.0
PPUv6.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;13;43.0;9;4;0.6923077;0.9133574;1.0
PPUv6.xml;PPUv8.xml;ACTS;12;161.0;7;5;0.5833333;0.91366905;1.0
PPUv6.xml;PPUv8.xml;MUTTESTGENERATOR;4;72.0;4;0;1.0;0.9130435;0.41911766
PPUv6.xml;PPUv8.xml;BDD_FMREDUCED;12;69.0;8;4;0.6666667;0.9130435;1.0
PPUv6.xml;PPUv8.xml;INCLING;12;13.0;7;5;0.5833333;0.9133574;1.0
PPUv6.xml;PPUv8.xml;GFE;12;10.0;4;8;0.33333334;0.9130435;1.0
PPUv7.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;9.0;3;3;0.5;0.7181818;1.0
PPUv7.xml;PPUv2.xml;ACTS;6;41.0;3;3;0.5;0.7181818;1.0
PPUv7.xml;PPUv2.xml;MUTTESTGENERATOR;4;11.0;1;3;0.25;0.7181818;0.51363635
PPUv7.xml;PPUv2.xml;BDD_FMREDUCED;6;15.0;3;3;0.5;0.7181818;1.0
PPUv7.xml;PPUv2.xml;INCLING;6;5.0;3;3;0.5;0.7181818;1.0
PPUv7.xml;PPUv2.xml;GFE;6;2.0;3;3;0.5;0.7181818;1.0
PPUv7.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;10.0;4;3;0.5714286;0.7;1.0
PPUv7.xml;PPUv3.xml;ACTS;7;51.0;4;3;0.5714286;0.7;1.0
PPUv7.xml;PPUv3.xml;MUTTESTGENERATOR;7;15.0;3;4;0.42857143;0.7;0.5181818
PPUv7.xml;PPUv3.xml;BDD_FMREDUCED;7;29.0;4;3;0.5714286;0.7;1.0
PPUv7.xml;PPUv3.xml;INCLING;7;6.0;4;3;0.5714286;0.7;1.0
PPUv7.xml;PPUv3.xml;GFE;7;3.0;4;3;0.5714286;0.7;1.0
PPUv7.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;8;15.0;4;4;0.5;0.75974023;1.0
PPUv7.xml;PPUv4.xml;ACTS;9;95.0;4;5;0.44444445;0.75974023;1.0
PPUv7.xml;PPUv4.xml;MUTTESTGENERATOR;10;14.0;3;7;0.3;0.75974023;0.55448717
PPUv7.xml;PPUv4.xml;BDD_FMREDUCED;8;24.0;3;5;0.375;0.75974023;1.0
